key,type,citation,link,notes
niri-irbok,standard,"National Investor Relations Institute (NIRI), Investor Relations Body of Knowledge, 2nd ed. (2024)",https://learningcenter.niri.org/courses/77212,11-domain job-task-analysis-derived IR practice standard; verified via web search (NIRI learning center course title/edition confirmed); link 403s to automated fetch
nishtala2013,empirical,"Nishtala et al., Scaling Memcache at Facebook (USENIX NSDI, 2013)",https://www.usenix.org/conference/nsdi13/technical-sessions/presentation/nishtala,Empirical caching and invalidation practice at scale
nist-ai-600-1,standard,"NIST, Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile, NIST AI 600-1 (2024)",https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-generative-artificial-intelligence,Maps twelve generative-AI-specific risk categories onto the AI RMF Govern/Map/Measure/Manage functions
nist-ai-rmf,standard,"NIST, Artificial Intelligence Risk Management Framework (AI RMF 1.0), NIST AI 100-1 (2023)",https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10,GOVERN/MAP/MEASURE/MANAGE functions for AI risk
nist-csf2,standard,"NIST, The NIST Cybersecurity Framework (CSF) 2.0, NIST CSWP 29 (2024)",https://csrc.nist.gov/pubs/cswp/29/the-nist-cybersecurity-framework-csf-20/final,Six-function (incl. Govern) taxonomy for organizing enterprise cybersecurity risk strategy
nist-deid2015,standard,"NIST, De-Identification of Personal Information, NISTIR 8053 (2015)",https://csrc.nist.gov/pubs/ir/8053/final,"Federal guidance on masking/de-identifying data, e.g. for safe reuse in test environments"
nist-fips186-5,standard,"NIST, FIPS 186-5: Digital Signature Standard (DSS) (2023)",https://csrc.nist.gov/pubs/fips/186-5/final,Federal standard for approved digital signature algorithms
nist-privacy-framework,standard,"NIST, NIST Privacy Framework: A Tool for Improving Privacy through Enterprise Risk Management, Version 1.0 (2020)",https://www.nist.gov/privacy-framework,Privacy risk-management structure: identify/govern/control/communicate/protect
nist-sp800-190,standard,"NIST, Application Container Security Guide, SP 800-190 (2017)",https://csrc.nist.gov/pubs/sp/800/190/final,Container/image hardening minimal-base-image and runtime isolation guidance
nist-sp800-207,standard,"NIST, Zero Trust Architecture, SP 800-207 (2020)",https://csrc.nist.gov/pubs/sp/800/207/final,Zero-trust perimeter/segmentation reference architecture
nist-sp800-34,standard,"NIST, Contingency Planning Guide for Federal Information Systems, SP 800-34 Revision 1 (2010)",https://csrc.nist.gov/pubs/sp/800/34/r1/final,RTO/RPO-driven contingency and disaster-recovery planning standard
nist-sp800-53,standard,"NIST, Security and Privacy Controls for Information Systems and Organizations, SP 800-53 Revision 5 (2020, updated 2021)",https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,Federal control catalog underlying appsec/defense-in-depth maturity
nist-sp800-57,standard,"NIST, SP 800-57 Part 1 Revision 5: Recommendation for Key Management (2020)",https://csrc.nist.gov/pubs/sp/800/57/pt1/r5/final,Federal standard for cryptographic key-management lifecycle
nist-sp800124,standard,"NIST, SP 800-124 Rev. 2: Guidelines for Managing the Security of Mobile Devices in the Enterprise (2023)",https://csrc.nist.gov/pubs/sp/800/124/r2/final,Federal standard for mobile device and app permission/privacy baselines
nist-ssdf,standard,"NIST, Secure Software Development Framework (SSDF) Version 1.1, SP 800-218 (2022)",https://csrc.nist.gov/pubs/sp/800/218/final,Federal standard requiring input validation at trust boundaries; anchors boundary-validation leveling
nist800-115,standard,"NIST, Technical Guide to Information Security Testing and Assessment, SP 800-115 (2008)",https://csrc.nist.gov/pubs/sp/800/115/final,Federal five-phase methodology for planning and executing security tests including penetration testing
nist800-40,standard,"NIST, Guide to Enterprise Patch Management Planning: Preventive Maintenance for Technology, SP 800-40 Revision 4 (2022)",https://csrc.nist.gov/pubs/sp/800/40/r4/final,Federal framework for enterprise-scale vulnerability remediation and patch prioritization
nist800-57,standard,"NIST, Recommendation for Key Management: Part 1 - General, SP 800-57 Part 1 Revision 5 (2020)",https://csrc.nist.gov/pubs/sp/800/57/pt1/r5/final,"Federal standard for cryptographic key lifecycle, hierarchy, and rotation practice"
nist800-63,standard,"NIST, Digital Identity Guidelines, SP 800-63, Revision 4 (2025)",https://csrc.nist.gov/pubs/sp/800/63/4/final,"Federal identity-proofing, authentication, and federation assurance-level framework (IAL/AAL/FAL)"
nist800-86,standard,"NIST, Guide to Integrating Forensic Techniques into Incident Response, SP 800-86 (2006)",https://csrc.nist.gov/pubs/sp/800/86/final,"Federal guide to forensic data collection, examination, and analysis in incident response"
nist80063,standard,"NIST, Digital Identity Guidelines, Special Publication 800-63-3 (2017)",https://pages.nist.gov/800-63-3/,Standard for authentication assurance levels
nngroup-designops101,theory,"Kaplan, DesignOps 101, Nielsen Norman Group (2019)",https://www.nngroup.com/articles/design-operations-101/,Named DesignOps framework for process/artifact orchestration between design and engineering
nngroup-touch,empirical,"Harley, Touch Targets on Touchscreens, Nielsen Norman Group (accessed 2026-07)",https://www.nngroup.com/articles/touch-target-size/,Usability research establishing touch-target sizing and conflict thresholds
nngroup-uxcareers2019,empirical,"Nielsen Norman Group, User Experience Careers: What a Career in UX Looks Like Today (survey, focus groups, and interviews with UX professionals, 2019)",https://www.nngroup.com/reports/user-experience-careers/,Empirical study of UX career progression and seniority expectations across organizations
nygard2007,theory,"Nygard, Release It!: Design and Deploy Production-Ready Software (Pragmatic Bookshelf, 2007)",https://pragprog.com/titles/mnee2/release-it-second-edition/,Origin of the circuit breaker and bulkhead fault-isolation patterns
nygard2018,theory,"Nygard, Release It!: Design and Deploy Production-Ready Software, 2nd Edition (Pragmatic Bookshelf, 2018)",https://pragprog.com/titles/mnee2/release-it-second-edition/,Stability patterns: circuit breakers bulkheads blast-radius containment graceful degradation
nystrom2014,theory,"Nystrom, Game Programming Patterns (Genever Benning, 2014)",https://gameprogrammingpatterns.com/,"Canonical patterns book (game loop, update method) freely available online"
occ-3p-risk2023,standard,"OCC/Federal Reserve/FDIC, Interagency Guidance on Third-Party Relationships: Risk Management (2023)",https://www.occ.gov/news-issuances/bulletins/2023/bulletin-2023-17.html,"Risk-tiered lifecycle guidance (planning, due diligence, contract negotiation, ongoing monitoring, termination); heightened expectations for 'critical activities.'"
oci-image-spec,standard,"Open Container Initiative, OCI Image Format Specification (accessed 2026-07)",https://specs.opencontainers.org/image-spec/,Industry-standard container image layout: manifest layers config
oecd-corp-governance2023,standard,"OECD, G20/OECD Principles of Corporate Governance (2023)",https://www.oecd.org/en/publications/g20-oecd-principles-of-corporate-governance-2023_ed750b30-en.html,"Board, ownership-function, and disclosure framework adopted by regulators/exchanges in 53 jurisdictions. Link 403s but title confirmed via search."
oecd2015,standard,"OECD, G20/OECD Principles of Corporate Governance (OECD Publishing, 2015)",https://www.oecd.org/en/publications/g20-oecd-principles-of-corporate-governance-2015_9789264236882-en.html,International benchmark corporate-governance code; 403 on automated fetch (bot-blocked) but title/publisher confirmed via web search
ogilvy1983-advertising,theory,"Ogilvy, Ogilvy on Advertising (Crown, 1983)",,Classic creative-direction and advertising-craft standards
ohno1988-tps,theory,"Ohno, Toyota Production System: Beyond Large-Scale Production (Productivity Press, 1988)",https://www.routledge.com/Toyota-Production-System-Beyond-Large-Scale-Production/Ohno/p/book/9780915299140,"Origin of the Toyota Production System / Lean manufacturing: standardized work, jidoka, kaizen"
oncken1974,theory,"Oncken & Wass, Management Time: Who's Got the Monkey?, Harvard Business Review (Nov-Dec 1974; HBR Classic reprint 1999)",https://hbr.org/1999/11/management-time-whos-got-the-monkey,"Classic delegation model: keeping the ""monkey"" (next move) on the subordinate's back"
ongaro-ousterhout2014-raft,theory,"Ongaro & Ousterhout, In Search of an Understandable Consensus Algorithm (Raft), USENIX ATC 2014",https://raft.github.io/raft.pdf,Understandable consensus algorithm; liveness/safety trade-off design
opa-docs,standard,"Open Policy Agent, Documentation (CNCF graduated project, accessed 2026-07)",https://www.openpolicyagent.org/docs,"Canonical policy-as-code engine and Rego language reference for versioned, testable preventive controls"
openapi-spec,standard,"OpenAPI Initiative, OpenAPI Specification v3.1.0 (2021)",https://spec.openapis.org/oas/v3.1.0,Standard machine-readable contract format underlying automated service-level/API test validation
orlicky1975,theory,"Orlicky, Material Requirements Planning: The New Way of Life in Production and Inventory Management (McGraw-Hill, 1975)",https://archive.org/details/materialrequirem00orli,Origin of MRP time-phased planning logic; foundational to supply and capacity planning practice
osha-1910,standard,"U.S. OSHA, 29 CFR Part 1910 Occupational Safety and Health Standards (General Industry)",https://www.osha.gov/laws-regs/regulations/standardnumber/1910,Federal baseline workplace-safety regulation; anchors EHS leveling
osmani2019-rendering,theory,"Osmani, Rendering on the Web (web.dev / Google, 2019)",https://web.dev/articles/rendering-on-the-web,Named taxonomy of CSR/SSR/SSG/rehydration/streaming trade-offs
osterwalder2010,theory,"Osterwalder & Pigneur, Business Model Generation: A Handbook for Visionaries, Game Changers, and Challengers (Wiley, 2010)","https://www.wiley.com/en-us/Business+Model+Generation:+A+Handbook+for+Visionaries,+Game+Changers,+and+Challengers-p-9780470876411",Business Model Canvas nine building blocks; basis for business-model-design leveling
osterwalder2010-bmg,theory,"Osterwalder & Pigneur, Business Model Generation (Wiley, 2010)",https://www.strategyzer.com/library/business-model-generation,Business Model Canvas as the standard business-modeling template
osterwalder2019-testing-business-ideas,theory,"Bland & Osterwalder, Testing Business Ideas: A Field Guide for Rapid Experimentation (Wiley, 2019)",https://www.wiley.com/en-us/Testing+Business+Ideas%3A+A+Field+Guide+for+Rapid+Experimentation-p-9781119551447,Assumptions mapping (desirability/viability/feasibility ranked by importance x evidence) and the experiment library
owasp-asvs,standard,"OWASP Foundation, OWASP Application Security Verification Standard (accessed 2026-07)",https://owasp.org/www-project-application-security-verification-standard/,Tiered verification levels (L1 baseline through L3 advanced) for defense-in-depth security controls
owasp-llm-top10,standard,"OWASP Foundation, OWASP Top 10 for Large Language Model Applications (2025)",https://owasp.org/www-project-top-10-for-large-language-model-applications/,Named LLM-specific risk categories and mitigations
owasp-masvs,standard,"OWASP Foundation, Mobile Application Security Verification Standard (MASVS) (accessed 2026-07)",https://mas.owasp.org/MASVS/,Industry standard for mobile app security and privacy verification requirements
owasp-samm,standard,"OWASP, Software Assurance Maturity Model (SAMM) v2 (2020)",https://owaspsamm.org/,"Five-function, maturity-leveled model for embedding security practice across the SDLC"
owasp-scsvs,standard,"OWASP Foundation, Smart Contract Security Verification Standard (SCSVS) (accessed 2026-07)",https://owasp.org/www-project-smart-contract-security-verification-standard/,Open security-verification standard for smart contracts
owasp-top10,standard,"OWASP Foundation, OWASP Top 10 (accessed 2026-07)",https://owasp.org/www-project-top-ten/,Consensus-ranked list of the most critical web application security risks
owasp-wstg,standard,"OWASP Foundation, OWASP Web Security Testing Guide (WSTG) v4.2 (2020)",https://owasp.org/www-project-web-security-testing-guide/,Industry-standard structured methodology for security and vulnerability testing
pagerduty-ir,standard,"PagerDuty, Incident Response Documentation (accessed 2026-07)",https://response.pagerduty.com/,Named incident-command roles severity classification and on-call rotation design practice guide
parker2016,theory,"Parker, Van Alstyne & Choudary, Platform Revolution: How Networked Markets Are Transforming the Economy and How to Make Them Work for You (W.W. Norton, 2016)",https://wwnorton.com/books/Platform-Revolution,Two-sided platform/ecosystem design framework; anchors ecosystem-strategy and joint-GTM leveling
parnas1972,theory,"Parnas, On the Criteria to Be Used in Decomposing Systems into Modules, Communications of the ACM 15(12), 1053-1058 (1972)",https://dl.acm.org/doi/10.1145/361598.361623,Foundational information-hiding basis for module coupling/cohesion boundaries
patterson2011-crucialconversations,theory,"Patterson, Grenny, McMillan & Switzler, Crucial Conversations: Tools for Talking When Stakes Are High, 2nd Edition (McGraw-Hill, 2011)",https://cruciallearning.com/crucial-conversations-book/,High-stakes dialogue method; grounds dispute-mediation leveling
patton2014-storymapping,theory,"Patton, User Story Mapping: Discover the Whole Story, Build the Right Product (O'Reilly, 2014)",https://www.oreilly.com/library/view/user-story-mapping/9781491904893/,Slicing and sequencing work for incremental value delivery
pcaob-as2201,standard,"Public Company Accounting Oversight Board, AS 2201: An Audit of Internal Control Over Financial Reporting That Is Integrated with An Audit of Financial Statements",https://pcaobus.org/oversight/standards/auditing-standards/details/AS2201,Governs integrated ICFR audits and auditor/management coordination on evidence and material weaknesses
peng2023,empirical,"Peng, Kalliamvakou, Cihon & Demirer, The Impact of AI on Developer Productivity: Evidence from GitHub Copilot (arXiv, 2023)",https://arxiv.org/abs/2302.06590,Controlled experiment quantifying AI-assisted coding speedup; empirical anchor for calibrated AI use
perri2018-escapingbuildtrap,theory,"Perri, Escaping the Build Trap: How Effective Product Management Creates Real Value (O'Reilly, 2018)",https://www.oreilly.com/library/view/escaping-the-build/9781491973783/,Org-level product strategy vs. output-shipping; grounds strategic/commercial leveling
perrow1984,theory,"Perrow, Normal Accidents: Living with High-Risk Technologies (Basic Books, 1984)",https://press.princeton.edu/books/paperback/9780691004129/normal-accidents,"Tight coupling and complex interaction as the source of system accidents; link is the current publisher (Princeton, revised ed.) page, verified 200; original 1984 Basic Books edition confirmed by WebSearch"
pichler2010-agile-product-management,theory,"Pichler, Agile Product Management with Scrum: Creating Products that Customers Love (Addison-Wesley, 2010)",https://www.romanpichler.com/romans-books/agile-product-management-with-scrum/,"Backlog prioritization technique (value, risk, cost, size) beyond mechanical grooming"
pink2009,theory,"Pink, Drive: The Surprising Truth About What Motivates Us (Riverhead Books, 2009)",https://www.penguinrandomhouse.com/books/301674/drive-by-daniel-h-pink/,Autonomy/mastery/purpose framework for intrinsic motivation
pmi-benefits-realization,standard,"Project Management Institute, Benefits Realization Management: A Practice Guide (2019)",https://www.pmi.org/standards/benefits-realization,Standardized benefits-realization life cycle from strategy through measured value; 403 to automated fetch but title/publisher confirmed via web search
pmi-pmbok7,standard,"Project Management Institute, A Guide to the Project Management Body of Knowledge (PMBOK Guide), 7th ed. (PMI, 2021)",https://www.pmi.org/standards/pmbok,Global certification-body standard for project/program delivery practice
pmi-portfolio-standard,standard,"Project Management Institute, The Standard for Portfolio Management, 4th Edition (2017)",https://www.pmi.org/standards/for-portfolio-management,"Principle-based standard for portfolio life cycle, strategic alignment, governance, and capacity management; 403 to automated fetch but title/publisher confirmed via web search and ANSI listing"
pmi-program-mgmt-standard,standard,"Project Management Institute, The Standard for Program Management, 4th ed. (PMI, 2017)",https://www.pmi.org/standards/program-management,ANSI-approved standard specifically for multi-project program-level coordination
poon-dryja2016-lightning,theory,"Poon & Dryja, The Bitcoin Lightning Network: Scalable Off-Chain Instant Payments (2016)",https://lightning.network/lightning-network-paper.pdf,Foundational Layer-2 payment-channel scaling design
pope2022-inference-scaling,theory,"Pope et al., Efficiently Scaling Transformer Inference (2022)",https://arxiv.org/abs/2211.05102,Multi-dimensional partitioning for low-latency large-model inference at scale
porter1980-competitive-strategy,theory,"Porter, Competitive Strategy: Techniques for Analyzing Industries and Competitors (Free Press, 1980)",https://archive.org/details/competitivestrat0000port,Five Forces framework for structural competitive analysis
price2008,theory,"Price & Jaffe, The Best Service is No Service: How to Liberate Your Customers from Customer Service, Keep Them Happy, and Control Costs (Jossey-Bass, 2008)",https://www.wiley.com/en-us/The+Best+Service+is+No+Service%3A+How+to+Liberate+Your+Customers+from+Customer+Service%2C+Keep+Them+Happy%2C+and+Control+Costs-p-9780470189085,Seven-principle framework for self-service and deflection design that eliminates avoidable contacts
procida-diataxis,theory,"Procida, Diataxis: A Systematic Framework for Technical Documentation (diataxis.fr, accessed 2026-07)",https://diataxis.fr/,Tutorials/how-to/reference/explanation framework; grounds documentation information-architecture leveling
prosci-adkar,standard,"Hiatt, ADKAR: A Model for Change in Business, Government and Our Community (Prosci Learning Center, 2006)",https://www.prosci.com/methodology/adkar,"Certification-body individual-change model (Awareness, Desire, Knowledge, Ability, Reinforcement)"
provost-fawcett2013,theory,"Provost & Fawcett, Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking (O'Reilly, 2013)",https://www.oreilly.com/library/view/data-science-for/9781449374273/,Data-analytic thinking framework for translating business problems into ML tasks
prsa-code-of-ethics,standard,"Public Relations Society of America, PRSA Member Code of Ethics (accessed 2026-07)",https://www.prsa.org/docs/default-source/about/ethics/prsa_code_of_ethics.pdf?sfvrsn=c9b66a6b_2,Professional ethical standard for public relations practice
rackham1988,theory,"Rackham, SPIN Selling (McGraw-Hill, 1988)",https://archive.org/details/spinselling0000rack,"Huthwaite's 12-year/35,000-call research into major-sale needs-diagnosis (Situation-Problem-Implication-Need-payoff); anchors consultative-selling leveling"
rackham1996,theory,"Rackham, Friedman & Ruff, Getting Partnering Right: How Market Leaders Are Creating Long-Term Competitive Advantage (McGraw-Hill, 1996)",https://www.abebooks.com/9780070517820/Getting-Partnering-Right-Long-Term-0070517827/plp,Partner-fit and partnering-readiness criteria from the SPIN Selling author's follow-on research; anchors partnership-strategy-and-sourcing leveling
react-thinking,theory,"Meta, Thinking in React (React documentation, accessed 2026-07)",https://react.dev/learn/thinking-in-react,Canonical component-decomposition and unidirectional data-flow doctrine
reactnative-docs,standard,"Meta, React Native Documentation (accessed 2026-07)",https://reactnative.dev/docs/getting-started,Canonical cross-platform bridge/native-module architecture reference
redman1996,theory,"Redman, Data Quality for the Information Age (Artech House, 1996)",,"Foundational data-quality dimensions (accuracy, completeness, timeliness); book verified via web search, no stable free canonical URL"
reichheld2003-nps,empirical,"Reichheld, The One Number You Need to Grow, Harvard Business Review 81(12), 46-55 (2003)",https://hbr.org/2003/12/the-one-number-you-need-to-grow,Net Promoter Score; loyalty as the leading indicator of growth
reichheld2011,theory,"Reichheld & Markey, The Ultimate Question 2.0: How Net Promoter Companies Thrive in a Customer-Driven World (Harvard Business Review Press, 2011)",https://www.netpromotersystem.com/books/the-ultimate-question-2.0,Net Promoter System and closed-loop feedback methodology; basis for advocacy and voice-of-customer program design
reinertsen2009-flow,theory,"Reinertsen, The Principles of Product Development Flow: Second Generation Lean Product Development (Celeritas, 2009)",,Cost-of-delay and queueing-theory economics for prioritization decisions; verified via web search
reis-housley2022,theory,"Reis & Housley, Fundamentals of Data Engineering: Plan and Build Robust Data Systems (O'Reilly, 2022)",https://www.oreilly.com/library/view/fundamentals-of-data/9781098108298/,Data engineering lifecycle: generation ingestion orchestration transformation storage serving/semantic layer
resmini-rosati2011,theory,"Resmini & Rosati, Pervasive Information Architecture: Designing Cross-Channel User Experiences (Morgan Kaufmann, 2011)",https://www.sciencedirect.com/book/9780123820945/pervasive-information-architecture,Cross-channel/scale IA strategy anticipating device and context shifts; link 403s but title/author/publisher/year confirmed by web search
rfc1035,standard,"Mockapetris, Domain Names - Implementation and Specification, RFC 1035 (IETF, 1987)",https://www.rfc-editor.org/info/rfc1035,"Foundational DNS specification: resource records, zones, caching, zone transfer; verified via curl (HTTP 200)"
rfc5861,standard,"Fielding & Nottingham, HTTP Cache-Control Extensions for Stale Content, RFC 5861 (IETF, 2010)",https://datatracker.ietf.org/doc/html/rfc5861,stale-while-revalidate / stale-if-error caching semantics
rfc6749-oauth2,standard,"Hardt (ed.), The OAuth 2.0 Authorization Framework, RFC 6749 (IETF, 2012)",https://datatracker.ietf.org/doc/html/rfc6749,Standard for token-based authorization design
rfc7540-http2,standard,"Belshe, Peon & Thomson (eds.), Hypertext Transfer Protocol Version 2 (HTTP/2), RFC 7540 (IETF, 2015)",https://datatracker.ietf.org/doc/html/rfc7540,IETF standard for multiplexed synchronous/streaming protocol design
rfc9111,standard,"Fielding, Nottingham & Reschke, HTTP Caching, RFC 9111 (IETF, 2022)",https://datatracker.ietf.org/doc/html/rfc9111,"Governing standard for cache validation, freshness, and invalidation"
rfc9293-tcp,standard,"IETF, RFC 9293: Transmission Control Protocol (TCP) (2022)",https://datatracker.ietf.org/doc/html/rfc9293,Normative transport-protocol standard
richards-ford2020,theory,"Richards & Ford, Fundamentals of Software Architecture: An Engineering Approach (O'Reilly, 2020)",https://www.oreilly.com/library/view/fundamentals-of-software/9781492043447/,Architectural styles
richardson2018-microservices-patterns,theory,"Richardson, Microservices Patterns: With Examples in Java (Manning, 2018)",https://www.manning.com/books/microservices-patterns,Catalog of 44 microservice patterns incl. saga
ries2011-leanstartup,theory,"Ries, The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses (Crown Business, 2011)",https://theleanstartup.com/book,"Build-measure-learn loop and validated learning as falsifiable, staged commitment"
robinson2006-cdc,theory,"Robinson, Consumer-Driven Contracts: A Service Evolution Pattern (martinfowler.com, 2006)",https://martinfowler.com/articles/consumerDrivenContracts.html,Named pattern for contract-based service-level test verification
rogers-tibbenlembke1998,empirical,"Rogers & Tibben-Lembke, Going Backwards: Reverse Logistics Trends and Practices (Reverse Logistics Executive Council, 1998)",https://www.icesi.edu.co/blogs/gestionresiduossolidos/files/2008/11/libro-lr.pdf,"Field-founding empirical study of reverse logistics practice: gatekeeping, disposition, and recovery-channel design"
rosenfeld-morville2015,theory,"Rosenfeld, Morville & Arango, Information Architecture: For the Web and Beyond, 4th Edition (O'Reilly, 2015)",https://www.oreilly.com/library/view/information-architecture-4th/9781491913529/,Founding/canonical IA text ('Polar Bear Book'); pattern catalog and structuring method
ross2011,theory,"Ross & Tyler, Predictable Revenue: Turn Your Business Into a Sales Machine with the $100 Million Best Practices of Salesforce.com (PebbleStorm, 2011)",https://predictablerevenue.com/,Cold Calling 2.0 / role-specialization outbound prospecting methodology; anchors pipeline-generation leveling
rubin-chisnell2008,theory,"Rubin & Chisnell, Handbook of Usability Testing: How to Plan, Design, and Conduct Effective Tests, 2nd Edition (Wiley, 2008)",https://www.wiley.com/en-us/Handbook+of+Usability+Testing%3A+How+to+Plan%2C+Design%2C+and+Conduct+Effective+Tests%2C+2nd+Edition-p-9780470185483,Standard usability-test moderation and evaluation-method reference
rumelt2011-good-strategy,theory,"Rumelt, Good Strategy Bad Strategy: The Difference and Why It Matters (Crown Business, 2011)",https://www.penguinrandomhouse.com/books/198888/good-strategy-bad-strategy-by-richard-p-rumelt/,"Strategy kernel (diagnosis, guiding policy, coherent action) as the test for real vs. bad strategy"
russell2015-pwa,theory,"Russell, Progressive Web Apps: Escaping Tabs Without Losing Our Soul (Infrequently Noted, 2015)",https://infrequently.org/2015/06/progressive-apps-escaping-tabs-without-losing-our-soul/,"Coined 'Progressive Web App'; offline-first, resilient-by-default design doctrine"
sadalage-fowler2012,theory,"Sadalage & Fowler, NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence (Addison-Wesley, 2012)",https://martinfowler.com/books/nosql.html,Access-pattern-driven non-relational modeling framework
sama-csam,standard,"Strategic Account Management Association, Certified Strategic Account Manager (CSAM) Program Curriculum (accessed 2026-07)",https://strategicaccounts.org/csam-program/,Professional certification curriculum (CORE 0-4) for strategic/key account planning
sambasivan2021-datacascades,empirical,"Sambasivan et al., ""Everyone wants to do the model work, not the data work"": Data Cascades in High-Stakes AI, CHI 2021",https://dl.acm.org/doi/10.1145/3411764.3445518,Empirical study of data-quality failure cascades in production AI; link 403s but title/venue confirmed by web search
schein2010,theory,"Schein, Organizational Culture and Leadership, 4th ed. (Jossey-Bass, 2010)",https://openlibrary.org/books/OL24539575M/Organizational_culture_and_leadership,"Three-level model of culture (artifacts, espoused values, underlying assumptions) and culture-change mechanisms"
schell2019,theory,"Schell, The Art of Game Design: A Book of Lenses, 3rd Edition (CRC Press, 2019)",https://www.routledge.com/The-Art-of-Game-Design-A-Book-of-Lenses-Third-Edition/Schell/p/book/9781138632059,Standard gameplay/mechanics design framework (lenses)
schmidt-hunter1998,empirical,"Schmidt & Hunter, The Validity and Utility of Selection Methods in Personnel Psychology, Psychological Bulletin 124(2), 262-274 (1998)",,"Meta-analysis of 85 years of selection-method validity; grounds structured, evidence-based hiring judgment"
schultz1993-imc,theory,"Schultz, Tannenbaum & Lauterborn, Integrated Marketing Communications: Putting It Together and Making It Work (NTC Business Books, 1993)",,Foundational IMC theory: cross-channel message integration
schwartz1991,theory,"Schwartz, The Art of the Long View: Planning for the Future in an Uncertain World (Doubleday, 1991)",,"Eight-step scenario-planning method; book verified via web search, no stable free canonical URL"
scott2017-radicalcandor,theory,"Scott, Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity (St. Martin's Press, 2017)",https://www.radicalcandor.com/,Care-personally/challenge-directly feedback culture model; grounds org-scale feedback-culture leveling
scrumguide2020,standard,"Schwaber & Sutherland, The Scrum Guide (scrumguides.org, 2020)",https://scrumguides.org/scrum-guide.html,"Formal definition of Product Backlog, refinement, and the Product Owner accountability"
sculley2015-hiddentechdebt,theory,"Sculley et al., Hidden Technical Debt in Machine Learning Systems, NeurIPS 2015",https://research.google/pubs/hidden-technical-debt-in-machine-learning-systems/,"Names ML-specific technical debt patterns: entanglement, pipeline jungles, hidden feedback loops"
section508,standard,"U.S. General Services Administration, Section 508 of the Rehabilitation Act — IT Accessibility Standards (accessed 2026-07)",https://www.section508.gov/,US federal regulatory code for accessible technology procurement and design
seiden2019-outcomes-over-output,theory,"Seiden, Outcomes Over Output: Why Customer Behavior Is the Key Metric for Business Success (Sense & Respond Press, 2019)",https://senseandrespondpress.com/books/outcomes-over-output/,Outcome-versus-output framing and outcome-based team organization
selinger1979,theory,"Selinger, Astrahan, Chamberlin, Lorie & Price, Access Path Selection in a Relational Database Management System (ACM SIGMOD, 1979)",https://dl.acm.org/doi/10.1145/582095.582099,Origin of cost-based query optimization; link returns 403 to automated fetch but title/venue confirmed via web search
service-workers-w3c,standard,"W3C, Service Workers specification (accessed 2026-07)",https://www.w3.org/TR/service-workers/,Programmable network proxy enabling offline and background-sync behavior
shao-li2011-attribution,empirical,"Shao & Li, Data-driven Multi-touch Attribution Models, KDD 2011",http://wnzhang.net/share/rtb-papers/data-conv-att.pdf,Algorithmic multi-touch attribution vs. fixed first/last-touch heuristics
shapiro2011,theory,"Shapiro, Preguica, Baquero & Zawirski, Conflict-free Replicated Data Types, Rapport de recherche RR-7687, INRIA (2011)",https://inria.hal.science/hal-00932836v1,Foundational theory for offline-first conflict-free sync and merge
shellcoders-handbook2007,theory,"Anley, Heasman, Lindner & Richarte, The Shellcoder's Handbook: Discovering and Exploiting Security Holes, 2nd Edition (Wiley, 2007)","https://www.wiley.com/en-us/The+Shellcoder's+Handbook:+Discovering+and+Exploiting+Security+Holes,+2nd+Edition-p-9780470080238",Foundational text on discovering and weaponizing memory-corruption and other exploitable weaknesses
shostack2014,theory,"Shostack, Threat Modeling: Designing for Security (Wiley, 2014)",https://www.wiley.com/en-us/Threat+Modeling:+Designing+for+Security-p-9781118809990,STRIDE-based methodology for systematic threat identification and mitigation
shrm-bask,standard,"SHRM, Body of Applied Skills and Knowledge (BASK) and SHRM-CP/SHRM-SCP Certification Framework (accessed 2026-07)",https://www.shrm.org/credentials/certification/exam-preparation/bask,Distinguishes operational HR competence (SHRM-CP) from strategic/senior-level competence (SHRM-SCP); anchors HR P2/P3 vs P4/P5 leveling across multiple capabilities
shrm-workplace-investigations,standard,"SHRM, How to Conduct a Workplace Investigation (accessed 2026-07)",https://www.shrm.org/topics-tools/tools/how-to-guides/how-to-conduct-investigation,Seven-step practitioner standard for internal workplace investigations; anchors employee-relations leveling
sikorski-honig2012,theory,"Sikorski & Honig, Practical Malware Analysis: The Hands-On Guide to Dissecting Malicious Software (No Starch Press, 2012)",https://nostarch.com/malware,Canonical hands-on malware triage and reverse-engineering methodology; 403 on automated fetch (bot-blocked) but title/publisher confirmed via web search
silberschatz2018-osconcepts,theory,"Silberschatz, Galvin & Gagne, Operating System Concepts, 10th ed. (Wiley, 2018)",https://www.os-book.com/OS10/,Processes/threads/scheduling and OS-level execution-model reference
sipser2012,theory,"Sipser, Introduction to the Theory of Computation, 3rd ed. (Cengage, 2012)",https://www.cengage.com/c/introduction-to-the-theory-of-computation-3e-sipser/9781133187790/,Complexity classes and computability theory
