capability_id,level,source_keys,why
HR-07,P5,atd-capability-model;sfia9,"Setting enterprise learning strategy and anticipating future capability demands is ATD's organizational-capability-impact domain owned at the anticipatory, strategy-setting responsibility band SFIA reserves for its top levels."
HR-07,P6,atd-capability-model;kirkpatrick1994,Being recognized industry-wide as authoritative in learning-design practice is instructional-design theory advanced from organizational program into field-shaping contribution -- exactly the trajectory Kirkpatrick's own four-level model took from one practitioner's framework to the training industry's de facto standard.
HR-08,P1,dreyfus1980,"Supporting culture initiatives and collecting feedback following defined plans is explicit, rule-bound execution under direction -- the Dreyfus novice band."
HR-08,P2,cameron-quinn2011,Running standard OD and culture interventions independently for routine situations is administering Cameron & Quinn's Organizational Culture Assessment Instrument and its standard diagnostic playbook without needing to resolve deeper ambiguity -- the Dreyfus advanced-beginner band.
HR-08,P3,schein2010;dreyfus1980,"Diagnosing complex organizational dysfunction and designing interventions under high ambiguity is Schein's artifacts-values-underlying-assumptions model of culture worked below the surface, where diagnosis requires judgment rather than a standard instrument -- the Dreyfus competent band."
HR-08,P4,cameron-quinn2011;schein2010,"Defining OD methods and culture-change frameworks other practitioners adopt is turning the Competing Values Framework and Schein's diagnostic model into a transferable, org-adopted intervention methodology rather than one practitioner's case work."
HR-08,P5,schein2010;sfia9,"Setting organizational-development strategy and anticipating cultural shifts the organization must make is Schein's own thesis that leadership's central function is creating and managing culture, exercised at the strategy-setting responsibility band SFIA reserves for its top levels."
HR-08,P6,cameron-quinn2011;schein2010,Being regarded as the benchmark across the discipline for OD and culture practice is organizational-culture theory advanced from applied diagnostic practice into the field's reference frameworks -- the Dreyfus master band.
HR-09,P1,dreyfus1980,"Maintaining talent and succession data and preparing review materials under direction is explicit, rule-bound execution -- the Dreyfus novice band."
HR-09,P2,charan2010,"Running standard talent-review and succession cycles independently for defined populations is administering Charan, Drotter & Noel's leadership-pipeline passages for well-understood, non-contested populations -- the Dreyfus advanced-beginner band."
HR-09,P3,charan2010;dreyfus1980,"Designing succession approaches for critical, ambiguous roles and resolving contested talent calls is navigating the Leadership Pipeline's passages under real organizational tension and disagreement, not just tracking them -- the Dreyfus competent band."
HR-09,P4,charan2010,"Defining talent-management and succession frameworks other practitioners adopt is turning the Leadership Pipeline's passage model into a transferable, org-adopted succession methodology rather than one team's cycle."
HR-09,P5,charan2010;sfia9,Setting enterprise succession strategy and anticipating future leadership and capability gaps is the Leadership Pipeline's passage model applied predictively at the strategy-setting responsibility band SFIA reserves for its top levels.
HR-09,P6,charan2010,Defining leading practice for talent management and succession across the profession is succession theory advanced from one organization's program into the field's shared reference model -- exactly the trajectory the Leadership Pipeline itself took to become the standard succession framework.
HR-10,P1,dreyfus1980,"Supporting DEI activities and compiling representation data following defined plans is explicit, rule-bound execution -- the Dreyfus novice band."
HR-10,P2,titlevii1964,"Running standard DEI programs independently and tracking routine progress measures is operating within the Title VII compliance baseline the EEOC enforces, applied to well-understood, non-contested situations -- the Dreyfus advanced-beginner band."
HR-10,P3,mckinsey-diversity2020;dreyfus1980,"Designing interventions for complex, sensitive challenges under significant ambiguity is McKinsey's core Diversity Wins finding in practice -- that diversity alone doesn't produce inclusion, so closing the gap requires judgment beyond compliance and representation metrics -- the Dreyfus competent band."
HR-10,P4,mckinsey-diversity2020,Defining DEI program frameworks and measurement approaches other practitioners adopt is turning Diversity Wins's diversity-versus-inclusion distinction into a transferable measurement and intervention framework other organizations inherit.
HR-10,P5,mckinsey-diversity2020;sfia9,"Setting enterprise DEI strategy and anticipating shifts in equity expectations and regulation is Diversity Wins's business-case research applied at the anticipatory, strategy-setting responsibility band SFIA reserves for its top levels."
HR-10,P6,mckinsey-diversity2020;titlevii1964,"Being recognized externally as authoritative across the field in DEI practice is diversity-and-inclusion research and program design advanced from organizational practice into field-shaping, externally credible contribution -- the Dreyfus master band."
HR-11,P1,dreyfus1980,"Answering routine manager queries and gathering people data, with guidance reviewed, is explicit, rule-bound execution -- the Dreyfus novice band."
HR-11,P2,ulrich1997,Advising managers on standard people matters independently within established policy is performing Ulrich's Administrative Expert and Employee Champion roles on well-understood cases without needing to negotiate strategic tension -- the Dreyfus advanced-beginner band.
HR-11,P3,ulrich1997;dreyfus1980,"Partnering on complex, ambiguous people challenges and influencing senior leaders' decisions is stepping into Ulrich's Strategic Partner and Change Agent roles -- the two Human Resource Champions roles that require judgment under ambiguity, not procedure -- the Dreyfus competent band."
HR-11,P4,ulrich2012,Defining HR partnering approaches and coaching models other partners adopt is HR from the Outside In's Credible Activist and Capability Builder competencies turned into a transferable coaching methodology other partners inherit.
HR-11,P5,ulrich2012;sfia9,"Setting the HR partnering operating model and anticipating the business's future people needs is Ulrich's Strategic Positioner competency exercised at the operating-model, anticipatory scope SFIA reserves for its top responsibility levels."
HR-11,P6,ulrich2012;ulrich1997,"Defining what excellent HR partnering means for the discipline and being externally credible is exactly the trajectory Ulrich's own research program took -- from one book's four-role model to a globally cited, repeatedly revalidated competency study that defines the field -- the Dreyfus master band."
HR-12,P1,dreyfus1980,"Documenting cases and gathering evidence following defined procedures, with steps reviewed, is explicit, rule-bound execution -- the Dreyfus novice band."
HR-12,P2,shrm-workplace-investigations,"Handling routine ER cases and conducting standard investigations independently is applying SHRM's seven-step workplace-investigation framework to well-understood, low-risk cases -- the Dreyfus advanced-beginner band."
HR-12,P3,shrm-workplace-investigations;titlevii1964,"Managing complex, high-risk investigations and resolving sensitive disputes under ambiguity is meeting the EEOC's promptness-and-adequacy standard -- impartial, thorough investigation reaching 'a reasonably fair estimate of truth' -- on contested, high-stakes cases: the Dreyfus competent band."
HR-12,P4,shrm-workplace-investigations,"Defining investigation methods and ER frameworks other practitioners adopt is turning SHRM's investigation toolkit into a transferable, org-specific methodology other investigators inherit rather than one person's case practice."
HR-12,P5,titlevii1964;sfia9,"Setting employee-relations strategy and anticipating emerging workforce-conflict and legal risks is EEOC compliance posture managed proactively at the anticipatory, strategy-setting responsibility band SFIA reserves for its top levels."
HR-12,P6,shrm-workplace-investigations;titlevii1964,Establishing ER and investigations practice recognized as the standard across the profession is investigation methodology advanced from organizational practice into the field's shared reference standard -- the Dreyfus master band.
HR-13,P1,dreyfus1980,"Administering surveys and compiling engagement results following defined procedures is explicit, rule-bound execution -- the Dreyfus novice band."
HR-13,P2,gallup-workplace,Running standard listening cycles independently and reporting routine engagement insights is administering Gallup's Q12 framework and reporting its standard metrics without needing to diagnose deeper causes -- the Dreyfus advanced-beginner band.
HR-13,P3,gallup-workplace;dreyfus1980,"Designing listening strategies for complex needs and turning ambiguous signals into action is exactly the harder move Gallup's own research highlights -- diagnosing why engagement is falling, such as the manager-engagement variance driving most of team-level engagement, and acting on it -- the Dreyfus competent band."
HR-13,P4,gallup-workplace,Defining engagement and listening frameworks other practitioners adopt is turning Q12-style measurement into a transferable listening-and-action methodology other practitioners inherit rather than one team's survey cycle.
HR-13,P5,gallup-workplace;sfia9,"Setting enterprise engagement strategy and anticipating shifts in workforce sentiment and expectations is Gallup's global engagement research applied at the anticipatory, strategy-setting responsibility band SFIA reserves for its top levels."
HR-13,P6,gallup-workplace,Being regarded industry-wide as authoritative in employee-listening practice is engagement measurement advanced from organizational program into the field's shared standard -- exactly the trajectory Gallup's own Q12 instrument took to become the industry's default engagement framework.
HR-14,P1,dreyfus1980,"Processing lifecycle transactions following defined procedures, escalating exceptions for review, is explicit, rule-bound execution -- the Dreyfus novice band."
HR-14,P2,shrm-bask,"Managing routine HR operations and lifecycle events independently, resolving common issues, is the operational HR competence SHRM's BASK certifies through the SHRM-CP -- independent execution of well-understood transactional work, the Dreyfus advanced-beginner band."
HR-14,P3,ulrich1997;dreyfus1980,Handling complex lifecycle exceptions and redesigning local processes to improve service is applying Ulrich's shared-services logic -- separating standardized administration from judgment-requiring exceptions -- with design judgment on ambiguous cases: the Dreyfus competent band.
HR-14,P4,shrm-bask,Defining HR operations standards and controls other administrators adopt is turning SHRM-CP-level operational competence into a transferable control framework other administrators inherit rather than individual case-handling skill.
HR-14,P5,shrm-bask;sfia9,"Setting HR operations strategy and anticipating how lifecycle services should evolve is HR operations competence elevated to the anticipatory, strategy-setting responsibility band the SHRM-SCP and SFIA's top levels both reserve for senior practice."
HR-14,P6,shrm-bask;ulrich1997,Establishing HR operations practice recognized as the benchmark across the profession is transactional HR service design advanced from organizational program into the field's shared reference model -- the Dreyfus master band.
HR-15,P1,dreyfus1980,"Applying defined compliance checklists and flagging potential issues for review is explicit, rule-bound execution -- the Dreyfus novice band."
HR-15,P2,flsa-dol,Applying standard employment-law requirements to routine situations independently is applying Fair Labor Standards Act wage-and-hour rules to well-understood cases without needing to resolve ambiguity -- the Dreyfus advanced-beginner band.
HR-15,P3,titlevii1964;flsa-dol,"Interpreting ambiguous legal requirements and advising on complex compliance risks is moving beyond checklist application of Title VII and the FLSA into judgment about how the law applies to novel, contested situations -- the Dreyfus competent band."
HR-15,P4,titlevii1964,Defining compliance frameworks and interpretive guidance other practitioners adopt is turning statutory interpretation into a transferable interpretive framework other practitioners inherit rather than one person's case-by-case judgment.
HR-15,P5,titlevii1964;sfia9,"Setting HR compliance strategy and anticipating regulatory change affecting the workforce is compliance practice elevated to the anticipatory, strategy-setting responsibility band SFIA reserves for its top levels."
HR-15,P6,titlevii1964;flsa-dol,Shaping employment-compliance practice regarded as authoritative across the discipline is statutory interpretation advanced from organizational practice into the field's shared reference standard -- the Dreyfus master band.
HR-16,P1,dreyfus1980,"Compiling workforce data and producing standard reports under guidance is explicit, rule-bound execution -- the Dreyfus novice band."
HR-16,P2,fitzenz2009,"Building routine workforce analyses and forecasts independently for defined needs is applying Fitz-enz's human-capital metrics -- his five key indexes of cost, time, quantity, quality, and human reactions -- to well-understood, defined analyses -- the Dreyfus advanced-beginner band."
HR-16,P3,fitzenz2009;boudreau2007,"Modeling complex workforce scenarios and deriving insight from ambiguous, messy data is combining Fitz-enz's human-capital measurement discipline with Boudreau & Ramstad's talentship decision science, exercised with judgment on real, unclean data -- the Dreyfus competent band."
HR-16,P4,boudreau2007;fitzenz2009,Defining analytics methods and workforce-planning models other analysts adopt is turning talentship's decision-science approach and human-capital metrics into a transferable modeling methodology other analysts inherit.
HR-16,P5,boudreau2007;sfia9,"Setting people-analytics strategy and anticipating the workforce shifts the organization must plan for is talentship's decision science applied at the anticipatory, strategy-setting responsibility band SFIA reserves for its top levels."
HR-16,P6,fitzenz2009;boudreau2007,Being recognized as authoritative in people-analytics and workforce-planning practice is human-capital measurement and talentship theory advanced from organizational practice into the field's shared reference standard -- the Dreyfus master band.
LEG-01,P1,dreyfus1980;aba-model-rules,"Drafting standard clauses from approved templates and flagging deviations for review is Dreyfus's novice band — rule-following without discretionary judgment — and ABA Model Rule 5.1/5.3 places the duty to catch drafting errors on supervising counsel at this stage, not the drafter."
LEG-01,P2,dreyfus1980;aba-model-rules,"Redlining routine commercial agreements independently under normal oversight is Dreyfus's advanced-beginner band, recognizing situational patterns without full context-independence, and meets Model Rule 1.1's 'reasonable preparation' floor for competent representation."
LEG-01,P3,dreyfus1980,"Handling bespoke, high-ambiguity contracts and contentious negotiations with no one reviewing each move is Dreyfus's competent-to-proficient band: the drafter sets the local standard others bring novel deal terms to."
LEG-01,P4,sfia9,"Designing clause libraries and negotiation playbooks that other drafters adopt across a practice group is SFIA's level 5 'Ensure, advise' responsibility — authoritative guidance and accountability for outcomes beyond a single deal."
LEG-01,P5,sfia9,"Setting the organization's contracting standards and shifting negotiation strategy ahead of emerging clauses is SFIA's level 6 'Initiate, influence': organization-wide policy shaping, not deal-by-deal execution."
LEG-01,P6,dreyfus1980;aba-model-rules,"ABA's Rule 1.1 commentary names this ceiling directly — a 'lawyer of established competence in the field' whom other lawyers are directed to consult — the Dreyfus mastery band applied to the profession's own referral standard, here exercised by authoring model terms the market treats as baseline."
LEG-02,P1,dreyfus1980;aba-model-rules,Researching commercial-law questions and preparing routine documents under close supervision is Dreyfus's novice band; ABA Rule 5.1/5.3 keeps final review responsibility with supervising counsel.
LEG-02,P2,dreyfus1980;aba-model-rules,"Advising on standard commercial matters and structuring routine transactions independently with normal review is the Dreyfus advanced-beginner band, meeting Rule 1.1's competence floor through 'reasonable preparation' rather than deep specialization."
LEG-02,P3,dreyfus1980,Resolving ambiguous commercial-law issues and structuring non-standard deals autonomously as the local subject expert is Dreyfus's competent-to-proficient band — no case requires escalation for a ruling on approach.
LEG-02,P4,sfia9,"Defining transaction structures and risk frameworks that other counsel follow is SFIA level 5 'Ensure, advise': accountable guidance across matters, not a single transaction."
LEG-02,P5,sfia9,"Setting the firm's commercial-law approach and anticipating regulatory and market shifts is SFIA level 6 'Initiate, influence' — decisions that shape policy ahead of any one deal."
LEG-02,P6,dreyfus1980;aba-model-rules,Being externally cited as the transactional-structuring authority is the profession's own ceiling case under Rule 1.1's commentary — the 'lawyer of established competence in the field' — Dreyfus mastery exercised industry-wide.
LEG-03,P1,dreyfus1980;aba-model-rules,Assembling diligence checklists under senior supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps the supervising deal lawyer accountable for what a checklist alone can't catch.
LEG-03,P2,dreyfus1980;aba-model-rules,"Running defined diligence workstreams and drafting routine deal documents independently with normal review is the advanced-beginner band, meeting Rule 1.1's reasonable-preparation floor for a lawyer handling recurring deal patterns."
LEG-03,P3,dreyfus1980,Managing full deal legal workstreams and negotiating complex provisions through ambiguity without a supervisor resolving each point is Dreyfus's competent-to-proficient band.
LEG-03,P4,haspeslagh1991;sfia9,"Architecting deal structures and diligence approaches other teams adopt is Haspeslagh & Jemison's integration-design work for step-change organizational growth, operating at SFIA level 5 accountability across the deal portfolio rather than one transaction."
LEG-03,P5,haspeslagh1991;sfia9,"Setting M&A legal strategy and anticipating structuring and regulatory risk across the deal lifecycle is the strategic-integration-design view Haspeslagh & Jemison describe at the acquiring organization's level, matching SFIA level 6 organizational influence."
LEG-03,P6,dreyfus1980;aba-model-rules,"Being sought externally on landmark transactions is the Rule 1.1 commentary's 'lawyer of established competence in the field' ceiling, Dreyfus mastery recognized beyond the hiring organization."
LEG-04,P1,dreyfus1980;aba-model-rules,Maintaining entity records and preparing routine filings under supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps review responsibility with supervising counsel for anything beyond the template.
LEG-04,P2,dreyfus1980;aba-model-rules,"Managing governance for standard entities and preparing board materials independently with normal review is the advanced-beginner band, meeting Rule 1.1's reasonable-preparation floor for recurring corporate-secretarial work."
LEG-04,P3,dreyfus1980,Handling complex multi-entity governance and novel corporate-secretarial questions autonomously is Dreyfus's competent-to-proficient band — no escalation needed to resolve a first-of-its-kind structure question.
LEG-04,P4,oecd-corp-governance2023;sfia9,"Designing governance structures and entity frameworks other teams adopt operationalizes the G20/OECD Principles' board-and-ownership-function chapters as a template, at SFIA level 5 accountability across entities rather than one filing."
LEG-04,P5,oecd-corp-governance2023;sfia9,"Setting enterprise governance strategy and anticipating regulatory shifts is applying the OECD Principles at the policy-setting level the Principles themselves address to boards and regulators, matching SFIA level 6 organizational influence."
LEG-04,P6,oecd-corp-governance2023;dreyfus1980,"Being an externally credible governance authority mirrors the standing of practitioners whose input shapes revisions to instruments like the G20/OECD Principles themselves — Dreyfus mastery exercised at the standard-setting level, not just applying it."
LEG-05,P1,dreyfus1980;aba-model-rules,Tracking licensing requirements and preparing routine filings under supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps a supervising lawyer accountable for filings beyond the routine.
LEG-05,P2,dreyfus1980;aba-model-rules,"Managing standard licensing and compliance obligations independently with normal review is the advanced-beginner band, satisfying Rule 1.1's reasonable-preparation floor for recurring regulatory tasks."
LEG-05,P3,dreyfus1980,Resolving ambiguous regulatory-interpretation questions and complex licensing autonomously is Dreyfus's competent-to-proficient band — the practitioner others bring first-of-a-kind interpretation questions to.
LEG-05,P4,sfia9,"Designing compliance approaches to novel regulation that others adopt, and resolving contested regulatory positions, is SFIA level 5 'Ensure, advise' — authoritative guidance accountable across the licensing portfolio."
LEG-05,P5,sfia9,"Setting regulatory strategy and engaging regulators directly, ahead of enforcement, is SFIA level 6 'Initiate, influence' — organizational-level policy engagement, not case-by-case filing."
LEG-05,P6,dreyfus1980;aba-model-rules,Shaping regulatory interpretation industry-wide is the Rule 1.1 commentary's 'lawyer of established competence in the field' ceiling — Dreyfus mastery recognized by regulators and peers beyond any one employer.
LEG-06,P1,dreyfus1980;aba-model-rules,Maintaining IP records and preparing routine filings and renewals under supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps a supervising IP lawyer accountable for prosecution decisions.
LEG-06,P2,dreyfus1980;aba-model-rules,"Managing standard IP portfolios and prosecution tasks independently with normal review is the advanced-beginner band, meeting Rule 1.1's competence floor for recurring filing and renewal work."
LEG-06,P3,dreyfus1980;wipo-ip-handbook,"Handling complex IP strategy, contested rights, and licensing questions autonomously moves beyond the WIPO Handbook's administrative-prosecution chapters into its enforcement and licensing chapters — Dreyfus's competent-to-proficient band."
LEG-06,P4,wipo-ip-handbook;sfia9,"Designing IP protection and enforcement strategies other counsel adopt applies the WIPO Handbook's cross-jurisdictional enforcement guidance as an internal playbook, at SFIA level 5 accountability across the portfolio."
LEG-06,P5,wipo-ip-handbook;sfia9,Setting enterprise IP strategy aligned to business value and anticipating shifts in IP law is SFIA level 6 organizational influence applied to the treaty and policy landscape the WIPO Handbook maps.
LEG-06,P6,dreyfus1980;wipo-ip-handbook,"Being an externally cited IP authority is Dreyfus mastery exercised at the level the WIPO Handbook itself documents as shaping international IP policy and treaty development, not merely applying it."
LEG-07,P1,dreyfus1980;aba-model-rules,Researching employment questions and drafting routine correspondence under supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps supervising counsel accountable for advice given.
LEG-07,P2,dreyfus1980;aba-model-rules,"Advising on standard employment matters and handling routine cases independently with normal review is the advanced-beginner band, meeting Rule 1.1's reasonable-preparation floor."
LEG-07,P3,dreyfus1980,"Resolving ambiguous, high-stakes employment disputes and complex workforce questions autonomously is Dreyfus's competent-to-proficient band — no case needs escalation for a first read."
LEG-07,P4,sfia9,"Defining employment-risk frameworks and advisory approaches other counsel adopt, and solving the hardest cases, is SFIA level 5 'Ensure, advise' — accountability across the workforce-risk portfolio."
LEG-07,P5,sfia9,"Setting enterprise employment-law strategy and anticipating regulatory and workforce-law shifts is SFIA level 6 'Initiate, influence' — policy shaping ahead of case volume."
LEG-07,P6,dreyfus1980;aba-model-rules,"Shaping employment-law practice industry-wide is the Rule 1.1 commentary's 'lawyer of established competence in the field' ceiling, Dreyfus mastery recognized beyond any one employer."
LEG-08,P1,dreyfus1980;aba-model-rules,Preparing documents and tracking deadlines under close supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps the supervising litigator accountable for strategy and filings.
LEG-08,P2,dreyfus1980;aba-model-rules,"Managing routine disputes and defined litigation tasks independently with normal review is the advanced-beginner band, meeting Rule 1.1's competence floor for recurring matter types."
LEG-08,P3,dreyfus1980,"Driving complex, high-exposure litigation strategy and settlement decisions autonomously is Dreyfus's competent-to-proficient band — the litigator others defer strategy calls to."
LEG-08,P4,sfia9,"Defining dispute-strategy frameworks other litigators adopt, and resolving the most intractable matters, is SFIA level 5 'Ensure, advise' — authoritative guidance across the docket."
LEG-08,P5,sfia9,"Setting enterprise litigation strategy and risk appetite, and anticipating emerging dispute exposures, is SFIA level 6 'Initiate, influence' — org-wide policy, not one case."
LEG-08,P6,dreyfus1980;aba-model-rules,Being an externally credible litigation authority across the profession is Rule 1.1 commentary's 'lawyer of established competence in the field' ceiling — Dreyfus mastery recognized by peers and courts beyond one firm.
LEG-09,P1,dreyfus1980;edrm-model,"Issuing standard hold notices and tracking acknowledgments under supervision covers only EDRM's identification and preservation stages under guidance — Dreyfus's novice band, rule-following without judgment on scope."
LEG-09,P2,dreyfus1980;edrm-model,"Managing routine holds and preservation processes independently with normal review is the advanced-beginner band, executing EDRM's preservation and collection stages for known-pattern matters without redesigning the process."
LEG-09,P3,edrm-model,"Designing and defending holds for complex, contested matters autonomously through ambiguity means owning EDRM's information-governance-through-collection stages end to end — Dreyfus's competent-to-proficient band."
LEG-09,P4,edrm-model;sfia9,"Defining preservation and collection methodologies other teams adopt, and resolving spoliation-risk challenges, is SFIA level 5 accountability applied across EDRM's full model rather than one matter's holds."
LEG-09,P5,sfia9,"Setting enterprise preservation strategy and anticipating evidentiary and discovery shifts is SFIA level 6 'Initiate, influence' — organization-wide policy ahead of any single hold."
LEG-09,P6,dreyfus1980;edrm-model,"Defining evidence-preservation best practice recognized across the field is Dreyfus mastery exercised at the level EDRM's own framework was created at — shaping the reference model other practitioners apply, not applying it."
LEG-10,P1,dreyfus1980;gdpr2016,Researching privacy-law questions and completing routine assessments under supervision is Dreyfus's novice band; GDPR Art. 38 keeps ultimate accountability with the designated DPO/supervising counsel at this stage.
LEG-10,P2,dreyfus1980;iapp-privacy-certs,Advising on standard privacy matters and conducting routine assessments independently with normal review matches the practitioner tier IAPP's CIPP certification is built for — the advanced-beginner band applying settled law to recurring fact patterns.
LEG-10,P3,gdpr2016;iapp-privacy-certs,"Resolving ambiguous cross-jurisdictional privacy questions and complex processing autonomously requires the accountability judgment GDPR Art. 5(2) assigns to the controller's own risk owner — Dreyfus's competent-to-proficient band, beyond certified-practitioner routine work."
LEG-10,P4,iapp-privacy-certs;sfia9,"Defining privacy-law interpretation and risk frameworks others adopt is the program-design competence IAPP's CIPM certification targets, at SFIA level 5 accountability across the organization's processing activities."
LEG-10,P5,gdpr2016;sfia9,Setting enterprise privacy-law strategy and anticipating enforcement shifts ahead of peers is SFIA level 6 organizational influence exercised over the accountability obligations GDPR Art. 5(2) places on the organization as a whole.
LEG-10,P6,dreyfus1980;gdpr2016,Shaping privacy-law practice and interpretation industry-wide is Dreyfus mastery exercised at the level regulators and courts cite when interpreting GDPR's principles — beyond applying the regulation to authoritatively defining how it is read.
LEG-11,P1,dreyfus1980;nist-privacy-framework,"Maintaining privacy-program records and supporting defined controls under supervision is the 'Partial' tier of the NIST Privacy Framework — ad hoc, individually executed activities — matching Dreyfus's novice band."
LEG-11,P2,dreyfus1980;nist-privacy-framework,Operating standard privacy-program processes and assessments independently with normal review is the NIST Privacy Framework's 'Risk Informed' tier — approved but not yet organization-wide — the Dreyfus advanced-beginner band.
LEG-11,P3,nist-privacy-framework,"Running a full privacy program through ambiguity and complex incidents autonomously is the NIST Privacy Framework's 'Repeatable' tier — formalized, organization-wide practice — Dreyfus's competent-to-proficient band."
LEG-11,P4,nist-privacy-framework;sfia9,Designing privacy-program architectures and operating models other teams adopt is the NIST Privacy Framework's 'Adaptive' tier applied at SFIA level 5 accountability — practice that improves based on lessons learned and shares them elsewhere.
LEG-11,P5,nist-privacy-framework;sfia9,"Setting enterprise privacy-program strategy and anticipating regulatory and operational shifts is SFIA level 6 'Initiate, influence' operating at the Adaptive tier's outward-facing edge — proactive, not reactive to new obligations."
LEG-11,P6,dreyfus1980;iapp-privacy-certs,Defining privacy-program best practice recognized across the field is Dreyfus mastery at the level IAPP's certification bodies themselves draw on when updating the CIPM body of knowledge — externally credible beyond any one program.
LEG-12,P1,dreyfus1980;cloc-core12,Tracking matters and maintaining legal-ops records under supervision sits in CLOC's 'Reactive' maturity stage — ad hoc execution — Dreyfus's novice band.
LEG-12,P2,dreyfus1980;cloc-core12,"Managing standard matter-intake, vendor, and reporting processes independently with normal review is CLOC's 'Emerging' maturity stage, the Dreyfus advanced-beginner band applying defined processes without redesigning them."
LEG-12,P3,cloc-core12,"Optimizing complex matter portfolios and resolving ambiguous operational issues autonomously is CLOC's 'Developing' maturity stage — Dreyfus's competent-to-proficient band, no escalation needed to adapt the process."
LEG-12,P4,cloc-core12;sfia9,"Designing legal-ops processes and metrics frameworks other teams adopt is CLOC's 'Leading' maturity stage across its Core 12 competencies, at SFIA level 5 accountability beyond one department's operations."
LEG-12,P5,sfia9,"Setting enterprise legal-operations strategy and anticipating shifts in delivery models and tooling is SFIA level 6 'Initiate, influence' — organization-wide policy, not process execution."
LEG-12,P6,dreyfus1980;cloc-core12,Defining legal-operations best practice recognized across the profession is Dreyfus mastery exercised at the level CLOC's own Core 12 framework was built from — contributing to the field's reference model rather than climbing its maturity stages.
LEG-13,P1,dreyfus1980;aba-model-rules,Answering routine business questions and escalating appropriately under supervision is Dreyfus's novice band; Rule 5.1/5.3 keeps the supervising lawyer accountable for advice on anything non-routine.
LEG-13,P2,dreyfus1980;aba-model-rules,"Advising business stakeholders on standard matters independently with normal review is the advanced-beginner band, meeting Rule 1.1's reasonable-preparation floor for recurring business questions."
LEG-13,P3,dreyfus1980,"Providing decisive counsel on ambiguous, high-stakes business questions autonomously as the trusted go-to advisor is Dreyfus's competent-to-proficient band — no case needs a second opinion before the business acts."
LEG-13,P4,sfia9,"Defining advisory frameworks balancing legal risk and business value that others adopt is SFIA level 5 'Ensure, advise' — authoritative guidance accountable across the business, not one deal."
LEG-13,P5,sfia9,"Setting the model for embedded legal partnering and anticipating business and legal-risk shifts is SFIA level 6 'Initiate, influence' — organization-wide practice design."
LEG-13,P6,dreyfus1980;aba-model-rules,"Defining business-partnering best practice recognized across the field is the Rule 1.1 commentary's 'lawyer of established competence in the field' ceiling, Dreyfus mastery recognized beyond any one company."
LI-01,P1,dreyfus1980;kram1985-mentoring,"Being receptive to mentoring and passing along what one learns is the receiving end of Kram's developmental-relationship functions before a person provides them to others; Dreyfus places this observation-and-uptake stance at the novice band, where the learner still needs the relationship supplied rather than initiating it."
LI-01,P2,dreyfus1980;kram1985-mentoring,"Informally offering the psychosocial and career-support functions Kram documents -- without yet being asked to own someone's development -- is the advanced-beginner transition from receiving mentoring to giving it, in bounded, low-stakes situations like onboarding."
LI-01,P3,dreyfus1980;kram1985-mentoring;sfia9,"Deliberately using Kram's coaching and challenging functions to produce a measurable skill change is the competent band's autonomous, go-to coaching Dreyfus describes; SFIA's mid-band responsibility for developing team members' skills matches the same team-scoped ownership."
LI-01,P4,sfia9;kram1985-mentoring,"Extending mentoring's career-development function to produce future leads across multiple teams -- and codifying it into how the org hires and onboards -- is SFIA's higher-responsibility band of defining practice others follow, beyond Kram's single-relationship unit of analysis."
LI-01,P5,sfia9;kram1985-mentoring,Deliberately building a mentoring culture -- not just running individual developmental relationships -- is the organization-wide authority SFIA's top responsibility bands describe: setting the standard other leaders' development practice is measured against.
LI-01,P6,dreyfus1980;sfia9,"A development practice whose output (the talent it produced) persists after the person who built it has left is Dreyfus's master band: the practitioner's judgment becomes the reference point rather than needing the practitioner present, matching SFIA's highest level of setting organizational direction with lasting effect."
LI-02,P1,dreyfus1980;schmidt-hunter1998,"Giving evidence-based interview feedback under someone else's process design is applying a supplied structured-evaluation method rather than designing one -- Schmidt & Hunter's meta-analysis shows structured, evidence-based judgment is what makes interview signal valid at all, and using it under guidance is Dreyfus's novice band."
LI-02,P2,dreyfus1980;googlerework-structured-interviewing,"Running interviews independently and calibrating to a consistent bar is exactly the structured-interviewing discipline Google's re:Work guide operationalizes; doing it unsupervised for routine hires is the advanced-beginner band, applying a recognized method without yet designing one."
LI-02,P3,dreyfus1980;googlerework-structured-interviewing;schmidt-hunter1998,"Designing an interview loop -- choosing which structured signals to collect and how to combine them -- rather than following one, is the autonomous, ambiguity-handling competent band; it requires the same validity judgment Schmidt & Hunter's research quantifies, applied to a team's specific hiring problem."
LI-02,P4,sfia9;googlerework-structured-interviewing,"Building the interviewing bar multiple teams adopt, rather than running one team's loop, is SFIA's higher-responsibility band of defining the approach others follow -- the org-wide analog of re:Work's single-team structured-interviewing guide."
LI-02,P5,sfia9,"Setting talent strategy for an entire org -- workforce planning, leveling, sourcing priorities -- is SFIA's authority band: anticipating direction and setting standards rather than executing within them."
