id,segment,domain,focus_area,capability,type,description,P1_assisted,P2_independent,P3_proficient,P4_expert,P5_authority,P6_pioneer
EM-14,"Product, Design & Cross-functional",Engineering Management,People Management,Delegation & empowerment,Behavioral,"Hands over whole outcomes with context and calibrated support, pushes decision rights to where the information lives, and builds organizations that run on intent rather than presence.",Assigns tasks with instructions and checks completion; keeps consequential work for themselves.,Delegates whole outcomes with context and check-in contracts matched to each person's readiness — and resists snatching work back when it wobbles.,"Hands ownership of critical, visible work to someone not yet proven and scaffolds them to success, letting them keep the credit; the team runs a week without them and nothing stalls.","Pushes decisions down across multiple teams — publishes decision rights so teams stop escalating what they can decide themselves; involvement is exception-based, and everyone knows which is which.","Builds organizations that run on mechanisms rather than presence — delegated authorities with audit trails, pre-declared tripwires — and grants leaders consequential authority held to outcomes, not methods.",Runs an organization on intent — direction and guardrails clear enough that leaders act correctly without asking — and treats every upward escalation as a design flaw to fix.
EM-15,"Product, Design & Cross-functional",Engineering Management,Execution & Operations,Technical debt & risk stewardship,Behavioral,"Surfaces, prices, and manages technical debt and technical risk as an economic portfolio — funding paydown structurally and setting the speed-versus-soundness posture explicitly.",Records known shortcuts and defects when directed; raises debt concerns in planning.,Keeps a visible debt register with the cost of carry noted and defends a steady paydown allocation in planning rather than begging quarter by quarter.,"Distinguishes debt worth carrying from debt that will detonate, sequences remediation by risk, and prices debt in incident and velocity terms stakeholders accept.","Makes debt legible across multiple teams — shared taxonomy, reporting rhythm — and gets cross-team risk (the shared library nobody owns, the half-finished migration) owned and funded.","Carries technical risk onto the executive risk register — top exposures known, sized, owned, trending — and lands multi-quarter remediation programs against feature pressure.",Sets an organization's speed-versus-soundness posture explicitly — where debt is accepted for velocity and where it never is — and holds it under growth pressure.
EM-16,"Product, Design & Cross-functional",Engineering Management,Personal Effectiveness,Managerial leverage & focus,Behavioral,"Spends leadership time where it multiplies — deliberate calendar design, high-leverage intervention choice, and systematic abandonment of low-value work.",Keeps commitments manageable with help; recognizes when their calendar no longer matches priorities.,"Runs a deliberate calendar that matches stated priorities — protected one-on-ones, deep work, and team time; declines low-leverage meetings with alternatives offered.","Prunes their own involvement ruthlessly as complexity grows — automates, delegates, or kills recurring work every quarter — and models sustainable pace through crunch.","Chooses interventions by multiplier across many teams — the review that shapes ten decisions, the document that aligns three roadmaps — declining the rest by policy; audits their time and publishes the changes.","Allocates attention like a portfolio at organizational scale — deep on the few places they are the unique unlock, delegated on the rest — and says which is which out loud.",Spends presence deliberately as an organizational signal — where they show up moves priorities — and guards the organization's focus by limiting concurrent top priorities and abandoning stale initiatives by name.
EM-17,"Product, Design & Cross-functional",Engineering Management,People Management,Motivation & engagement,Behavioral,"Builds durable intrinsic motivation: removes dissatisfiers, feeds autonomy/mastery/purpose, recognizes well.",Recognizes teammates' good work; flags demotivating friction to their manager.,Knows what drives each person on their team; removes hygiene friction and matches work to intrinsic drivers; recognition is specific and timely.,Sustains engagement through hard stretches; diagnoses systemic motivation problems (not just individuals) and fixes the conditions.,Builds engagement mechanisms other teams adopt; reverses disengagement trends beyond their own span.,Owns the engagement strategy for a function; conditions they designed show up in retention and survey trends.,Advances the practice of engagement in the field; frameworks others cite and use.
DR-01,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Community & Advocacy,Developer advocacy & community building,Behavioral,Growing and nurturing developer communities and representing their needs internally.,Engages community channels and answers routine questions under guidance.,Grows and supports a developer community segment with normal review.,Independently builds thriving communities and defuses tense community conflicts.,Defines community-building practices others adopt and revives flagging communities.,Sets the org's community strategy and anticipates where developer interest is shifting.,Defines what great developer advocacy means and is externally recognized for it.
DR-02,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Community & Advocacy,Developer experience & feedback loops,Behavioral,Gathering developer feedback and championing improvements to the developer experience.,Collects developer feedback and logs friction points under direction.,Runs standard feedback loops and surfaces DX issues with normal review.,Independently diagnoses deep DX problems and closes the loop to real fixes.,Defines DX-feedback practices others adopt and untangles the hardest experience gaps.,Sets the org's developer-experience strategy and anticipates emerging friction.,Defines what excellent developer experience means and shapes the field's practice.
DR-03,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Community & Advocacy,Developer marketing & evangelism,Behavioral,"Raising awareness and adoption through authentic, technically credible outreach.",Executes assigned evangelism tasks and amplifies messages under guidance.,Runs a standard developer-marketing campaign with normal review.,Independently crafts resonant developer narratives and adapts to skeptical audiences.,Defines evangelism approaches others adopt and turns around messaging that fell flat.,Sets developer-marketing strategy and anticipates which narratives will land next.,Defines what authentic developer evangelism means and is externally credible on it.
DR-04,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Content & Documentation,Technical content creation,Behavioral,"Producing tutorials, samples, posts, and reference material that help developers succeed.",Drafts technical content from outlines and revises under review.,"Produces accurate, clear technical content independently with normal review.",Independently creates content for complex topics and ambiguous audiences.,Defines content standards others adopt and elevates the hardest technical pieces.,Sets the org's content strategy and anticipates which topics developers will need.,Defines what excellent technical content looks like and shapes external practice.
DR-05,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Content & Documentation,Developer documentation & information architecture,Behavioral,"Structuring, writing, and organizing docs so information is findable and usable.",Writes and updates doc pages within an existing structure under guidance.,Authors and organizes documentation for a product area with normal review.,"Independently architects coherent doc structures for complex, evolving products.",Defines information-architecture standards others adopt and restructures tangled doc sets.,Sets the org's documentation strategy and anticipates structural scaling needs.,Defines great developer documentation and information architecture for the field.
DR-06,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Content & Documentation,Editing & content governance,Behavioral,"Upholding style, quality, accuracy, and consistency across published content.",Applies style rules and fixes errors under an editor's guidance.,Edits content to standard and enforces routine governance with normal review.,Independently edits complex material and adjudicates ambiguous style and quality calls.,Defines editorial standards others adopt and resolves the hardest governance disputes.,Sets the org's content-governance strategy and anticipates quality risks at scale.,Defines editorial excellence and content governance for the discipline externally.
DR-07,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Content & Documentation,Content strategy & localization,Behavioral,"Planning content coverage, lifecycle, and adaptation for diverse audiences and locales.",Tags content for localization and tracks coverage under direction.,Executes a content and localization plan for an area with normal review.,Independently shapes content strategy and resolves complex localization trade-offs.,Defines content-strategy and localization practices others adopt across teams.,Sets the org's global content strategy and anticipates emerging audience needs.,Defines what world-class content strategy and localization mean for the field.
DR-08,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Education & Enablement,Developer education & enablement,Behavioral,"Designing learning paths, workshops, and resources that build developer competence.",Delivers prepared training material and supports learners under guidance.,Builds and runs standard enablement for a topic with normal review.,Independently designs learning paths for complex topics and varied skill levels.,Defines enablement approaches others adopt and rescues ineffective programs.,Sets the org's developer-education strategy and anticipates future learning needs.,Defines what effective developer education means and shapes external practice.
DR-09,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Education & Enablement,Public speaking & demos,Behavioral,"Delivering compelling talks, live demos, and presentations to technical audiences.",Delivers a prepared talk or demo with coaching and review.,Presents standard talks and demos independently with normal review.,Independently commands tough rooms and recovers gracefully when demos break.,Defines presentation and demo craft others adopt and coaches them to improve.,Sets the org's speaking strategy and anticipates which stages and stories matter.,Defines what compelling technical speaking looks like and is externally renowned for it.
DR-10,"Product, Design & Cross-functional",Developer Relations & Technical Communication,Education & Enablement,Sample code & API storytelling,Technical,Building example projects and narratives that show how to apply interfaces and tools effectively.,Writes basic sample snippets from specs under guidance.,"Produces clear, working samples that illustrate an API with normal review.",Independently crafts samples that make complex APIs intuitive and tell a clear story.,Defines sample-and-storytelling standards others adopt and reworks confusing examples.,Sets the org's API-storytelling strategy and anticipates which patterns developers need.,Defines what excellent API storytelling through code means and shapes external practice.
PD-01,"Product, Design & Cross-functional",Product & Delivery,Value Delivery,Work Breakdown & Incremental Delivery,Behavioral,Slices work so value and learning arrive early.,Breaks own tasks into reviewable pieces with guidance.,Independently decomposes a feature into shippable slices.,Plans complex multi-phase work (prototype-then-commit under uncertainty); sequences safely.,Expert at structuring large initiatives to de-risk early; anticipates bottlenecks.,Shapes how the org plans and sequences major change.,Defines the company-wide approach to delivering value incrementally.
PD-02,"Product, Design & Cross-functional",Product & Delivery,Value Delivery,Prioritization & Economic Thinking,Behavioral,"Weighs cost, value, risk and timing.",Works highest-priority-first when told the priorities.,Makes sound priority calls within scope; time-boxes uncertain work.,Balances cost/value/risk across a domain; resists hype; decisions hold up over months.,Expert at portfolio-level trade-offs; surfaces hidden assumptions; trusted tiebreaker.,Sets decision frameworks for the org.,Influences company strategic direction through judgment.
PD-03,"Product, Design & Cross-functional",Product & Delivery,Value Delivery,Dealing with Ambiguity,Behavioral,Makes progress when the problem is unclear.,Asks good questions to turn a vague task into a clear one.,Independently turns a vague request into a workable plan.,Thrives in ambiguity; frames the problem for others; chooses an approach and commits.,Creates clarity for multiple teams out of open-ended situations.,Defines direction where none exists at org scale.,Comfortable with the highest-uncertainty company bets.
PD-04,"Product, Design & Cross-functional",Product & Delivery,Execution,Estimation & Planning,Behavioral,Forecasts and plans work credibly.,Learns to estimate; surfaces blockers; plans own tasks with guidance.,Estimates scoped work realistically; plans own 1-3 week projects.,"Plans quarter-scale, multi-workstream efforts including dependencies.",Expert at planning large programs; anticipates risk early.,Plans org-level programs across quarters/years.,Shapes how the company plans major technical change.
PD-05,"Product, Design & Cross-functional",Product & Delivery,Execution,Ownership & Delivery Accountability,Behavioral,Makes and keeps credible commitments.,Takes ownership of assigned tasks; honest about progress and blockers.,Owns components end-to-end; delivers committed work reliably.,Owns a domain; lands multi-week efforts without surprises; pushes back on unrealistic scope with reasons.,Owns cross-team initiatives; unblocks teams; kills failing approaches early.,Owns an org-level portfolio of bets; sets direction others follow.,The go-to when something company-critical must land.
PD-06,"Product, Design & Cross-functional",Product & Delivery,Execution,Product Thinking,Behavioral,Connects technical work to user and business value.,Understands the capability they're building and who uses it.,"Frames own work in user/business outcomes, not just tasks.",Treats their area as a product; uses metrics to decide what to build for a domain.,Expert at aligning technical bets with product strategy across teams.,Sets product direction for an org's technical surface.,Shapes how the company creates value through technical products.
PD-07,"Product, Design & Cross-functional",Product & Delivery,Execution,Strategic & Commercial Awareness,Behavioral,"Frames technical decisions in economic and business terms — cost, revenue risk, cost of delay, unit economics — and answers for whether the work actually moved its business outcome.",States what business outcome their current task serves — and asks when they can't — treating infrastructure and license costs as real money.,Checks whether shipped work actually moved its metric and says so plainly when it didn't; weighs cost and maintenance burden in the technical choices they own.,"Frames a domain's technical decisions in business terms — cost of delay, revenue risk, support load — pushes back on work with weak business rationale, and redirects effort when the numbers say the plan is wrong.",Builds the business case for the cross-team technical investments with the largest return and is trusted by leadership to have done the math.,"Aligns an organization's technical strategy with its economics — cost curves, velocity, risk — owning trade-offs measured in staff-years and reporting them in the business's own terms.",Advises company leadership on where technology changes the business model and is accountable for company-level technology bets paying off.
CC-01,"Product, Design & Cross-functional",Communication & Collaboration,Communication,Written & Verbal Communication,Behavioral,Conveys ideas clearly to the right audience.,Communicates status clearly; documentation is accurate.,"Writes clear design notes, runbooks and PRs; explains trade-offs without overselling.",Writes design docs that drive decisions; translates technical risk for non-technical stakeholders.,Expert at making complex capability/risk legible to executives without dumbing it down; RFCs align orgs.,Strategy memos leadership acts on; org-wide and external reach.,A clarifying voice at company scale; externally recognized.
CC-02,"Product, Design & Cross-functional",Communication & Collaboration,Communication,Knowledge Sharing & Documentation,Behavioral,Spreads understanding so others move faster.,Shares what they learn; keeps their docs accurate.,Documents their area well; proactively shares techniques with the team.,Creates documentation and forums that raise a whole domain's understanding.,Builds knowledge-sharing systems adopted across teams.,Defines how the org captures and spreads knowledge.,Shapes industry-facing knowledge practice.
CC-03,"Product, Design & Cross-functional",Communication & Collaboration,Collaboration,Teamwork & Partnership,Behavioral,Works productively with others toward shared goals.,Responsive to feedback; pairs willingly; asks for help appropriately.,Collaborates smoothly with adjacent functions; handles disagreement constructively.,Builds strong cross-team relationships; resolves friction directly.,Expert at aligning teams with competing priorities; mediates disputes between senior people.,Creates the forums and processes through which collaboration happens.,Builds coalitions at company scale and externally.
CC-04,"Product, Design & Cross-functional",Communication & Collaboration,Collaboration,Feedback,Behavioral,"Gives and receives honest, useful feedback.",Accepts feedback non-defensively; acts on it.,"Gives timely, specific, kind feedback to peers.",Gives growth-oriented feedback that changes behavior; coaches through feedback.,Builds feedback norms that raise the bar across teams.,Sets the org's culture of candor and growth.,Models and defines feedback culture company-wide.
CC-05,"Product, Design & Cross-functional",Communication & Collaboration,Collaboration,Handling Disagreement,Behavioral,Navigates conflict toward good decisions.,Voices disagreement respectfully; disagrees-and-commits.,Works through disagreement to a decision without damaging relationships.,Mediates technical disputes in their domain; finds the path that holds up.,Resolves high-stakes disagreements between senior stakeholders across orgs.,Designs the decision processes the org uses to resolve conflict.,Sets the company norm for principled disagreement.
CC-06,"Product, Design & Cross-functional",Communication & Collaboration,Communication,Executive Communication,Behavioral,"Communicates upward and to executive audiences — answer-first briefings, decision-ready framing, and composure under hostile questioning.",Prepares status updates for leadership with guidance; leads with the headline when coached to.,"Reports upward answer-first with a specific ask; escalates early with options attached, so no surprise reaches leadership from someone else.","Briefs senior leaders under pressure — facts, impact, options, and a recommendation inside the first two minutes; one-pagers get forwarded unedited.","Builds and lands investment cases with executive audiences — pre-wired with skeptics, sized in business terms, honest about risk; coaches others for executive rooms and runs the operating reviews an organization communicates through.","Operates the executive room as a peer — advances positions, absorbs hostile questioning without defensiveness, and changes the room's decision more often than not.","Speaks for an organization's technical reality to boards, investors, and press; trusted with the messages that cannot be delegated, and organizational credibility survives the appearances."
LI-01,"Product, Design & Cross-functional",Leadership & Influence,Growing People,Mentorship & Coaching,Behavioral,Grows other people's capability.,Receptive to mentoring; shares what they learn.,Helps onboard teammates; informally mentors juniors.,Coaches engineers with growth-oriented feedback; measurably improves a team's skill.,Develops future leads across teams; shapes hiring and onboarding.,Develops senior engineers and leaders; builds culture deliberately.,Develops the next generation of top talent; legacy outlasts tenure.
LI-02,"Product, Design & Cross-functional",Leadership & Influence,Growing People,Hiring & Staffing,Behavioral,Builds the team through hiring and placement.,"Participates in interviews; gives clear, evidence-based feedback.",Runs interviews well; calibrates against a consistent bar.,Shapes hiring for a team; designs loops; makes sound staffing calls.,Drives hiring strategy across teams; builds the interviewing bar.,Sets the org's talent strategy.,Shapes company-wide talent philosophy.
LI-03,"Product, Design & Cross-functional",Leadership & Influence,Technical Leadership,Technical Influence & Direction,Behavioral,Shapes technical direction beyond own work.,Contributes informed opinions in technical discussions.,Influences component-level decisions through credibility.,Sets technical direction for a domain; others align to their calls.,Shapes how multiple teams approach problems; trusted tiebreaker.,Influences org-wide technical strategy.,Influences company strategic direction through insight.
LI-04,"Product, Design & Cross-functional",Leadership & Influence,Technical Leadership,Decision-Making under Uncertainty,Behavioral,Makes sound calls with incomplete information.,Makes well-defined decisions; asks good questions when blocked.,Decides independently within their components; evaluates alternatives honestly.,Makes architectural choices for a domain that hold up over months.,Foresees second-order consequences; sets decision frameworks for teams.,Sets decision-making frameworks for the org.,Visionary judgment; sees structural causes others miss.
LI-05,"Product, Design & Cross-functional",Leadership & Influence,Technical Leadership,Driving Alignment,Behavioral,Gets people moving in the same direction.,Keeps own work aligned with team goals.,Aligns direct partners on scoped decisions.,Drives alignment across a domain; turns disagreement into committed direction.,Aligns multiple teams and leadership behind a direction.,Creates forums/narratives through which the org aligns.,Aligns the company behind direction; externally persuasive.
LI-06,"Product, Design & Cross-functional",Leadership & Influence,Technical Leadership,Technical Credibility,Behavioral,"Retains enough hands-on technical depth to earn engineers' trust, ask the questions that change designs, and judge technical work without doing it.",Follows the team's technical discussions and asks clarifying questions; relies on others to evaluate design quality.,"Understands the systems in scope well enough to review designs, probe trade-offs, and triage incidents — earns technical respect without taking the keyboard.","Maintains depth across a complex system's stack and hardest problems; a credible thought-partner to the most senior engineers, pairing them with the context they need.","Retains broad credibility across a multi-team domain — credible on its hardest cross-cutting technical questions, current enough to ask the question that changes a design.","Sustains the credibility to guide an organization's technology direction; translates architectural risk into business terms without distortion, and senior technologists accept the judgment.",Sustains credibility across an entire technology landscape; their technical judgment is trusted at every altitude because it survives contact with detail.
LI-07,"Product, Design & Cross-functional",Leadership & Influence,Organizational Influence,Influence without Authority,Behavioral,"Wins outcomes across organizational seams with no formal mandate — exchange in others' currencies, coalition-building, and earned credibility.",Builds working relationships with adjacent teams; asks for help through the right people with guidance.,"Wins cooperation from adjacent teams by trading in their currencies — timing help, review effort, shared credit — rather than escalating.",Secures priority from other teams for an initiative with no borrowed authority; builds the case in the other party's terms and repays visibly.,"Moves a multi-team domain to a shared position with no mandate — assembles the coalition, converts the best-argued skeptic — and the position holds after they stop pushing.",Shifts organization-level outcomes through people several seams away who advocate the position as their own; lands decisions while holding a minority of the formal power in the room.,"Shapes industry and market context in the organization's favor — standards bodies, open ecosystems, talent narratives — so external forces push where the organization wants to go."
LI-08,"Product, Design & Cross-functional",Leadership & Influence,Personal Leadership,Situational & Adaptive Leadership,Behavioral,"Reads what the person, team, and moment need and flexes leadership approach — directing, coaching, supporting, delegating — from a grounded, authentic center; distinguishes technical from adaptive challenges.",Recognizes that different people need different support; adjusts approach when prompted by feedback.,"Matches direction and support to each person's readiness per task — directing, coaching, supporting, or delegating deliberately — and tells technical problems from adaptive ones.",Flexes skillfully across a wide range of people and hard situations without losing a grounded center; refuses to force technical fixes onto adaptive challenges and names the difference.,"Coaches other leaders to read what a person, team, or moment needs; adapts across diverse teams while staying recognizably consistent in values.","Develops adaptive leadership as an organizational discipline — leaders diagnose technical-versus-adaptive at scale, and the leadership style changes when the situation does.","Shapes an adaptive, grounded leadership culture across an organization — style stays plastic to conditions while values stay fixed; the approach is emulated beyond the organization."
LI-09,"Product, Design & Cross-functional",Leadership & Influence,Personal Leadership,Self-Awareness & Learning Agility,Behavioral,"Seeks external feedback on their own behavior, knows their failure patterns, and extracts lessons from first-time situations fast enough to lead credibly in them.",Accepts feedback about their own behavior without defensiveness; acts on it when the change is spelled out.,"Asks for feedback on their own practice and changes visibly in response — ""you said X, I changed Y"" — keeping a running list of their own failure patterns.",Knows their failure modes under pressure and manages them in the moment; staffs deliberately against known weaknesses and seeks disconfirming input before hard calls.,"Runs structured input on themselves — 360s, skip-level themes — and closes the loop publicly on what changed; retools openly for first-time challenges so others copy the learning method.","Compensates deliberately for the seniority feedback vacuum — cultivates truth-tellers, rewards bearers of unwelcome news about themselves, and retires their own outdated playbook when the organization outgrows it.","Institutionalizes challenge to their own judgment — red teams, protected dissent — and manages how their moods and offhand comments get amplified across an organization."
LI-10,"Product, Design & Cross-functional",Leadership & Influence,Personal Leadership,Resilience & Sustainable Pace,Behavioral,"Sustains effectiveness under prolonged pressure, recovers from setbacks, and designs sustainable pace into how teams operate rather than modeling heroics.",Maintains composure through normal setbacks; recognizes their own overload and asks for help.,"Stays effective and steady under pressure — recovers from setbacks, manages their own energy, and models a sustainable pace others learn from watching.","Holds up through prolonged pressure — incident sieges, crunch, organizational turbulence — helping the team stay resilient and refusing burnout-driven decisions.","Builds resilience into how multiple teams operate — on-call health, recovery after pushes, load balancing — and repairs burnout risk at scale.","Stewards organizational resilience — capacity buffers, crisis rotation, energy management for senior leaders — and holds the line when business pressure argues for permanent crunch.","Shapes a resilient, sustainable culture across an organization; the organization absorbs shocks without breaking people, and the practice is referenced beyond it."
LI-11,"Product, Design & Cross-functional",Leadership & Influence,Personal Leadership,Integrity & Trust,Behavioral,"Earns and keeps trust through consistency and courage — keeping commitments, telling unwelcome truths, and holding the ethical line when it is costly.",Keeps commitments with reminders; is honest when asked directly; escalates ethical concerns to others.,"Keeps commitments or renegotiates before the deadline, never after; says the same thing in the room and out of it, owns mistakes unprompted, and reports true status when the truth is unwelcome.",Makes the unpopular-but-right call under pressure and absorbs the cost personally; protects the person who raised the flag and handles sensitive information impeccably.,Serves as the honest broker across teams — disputing parties accept their account of the facts — and carries uncomfortable systemic truths to the room that can fix them.,"Builds mechanisms that make integrity cheap at scale — ethics review in design, safe escalation with follow-through, fairness systems whose losers affirm the process — and stops launches on ethical grounds with the business case for trust.","Holds an organization's line when the profitable path and the right path diverge — the hard disclosure, the walked-away revenue — and those moments become the story the culture tells about itself."
MKT-01,Business & Corporate Functions,Marketing & Communications,Brand & Creative,Brand strategy & management,Behavioral,"Define and steward brand identity, positioning, voice, and consistency across touchpoints.","Applies existing brand guidelines to assets under review, flagging obvious off-brand usage.","Maintains brand consistency across standard channels independently, handling routine positioning questions.","Owns brand positioning for a product or segment, resolving ambiguous identity and messaging trade-offs.",Defines the brand architecture and positioning approach other marketers adopt across the portfolio.,"Sets multi-year brand strategy and equity standards, anticipating shifts in market perception.","Shapes how the field defines brand value, externally cited as a reference on brand building."
MKT-02,Business & Corporate Functions,Marketing & Communications,Brand & Creative,Content & editorial strategy,Behavioral,"Plan, produce, and govern editorial content aligned to audience needs and brand narrative.","Drafts and formats content pieces to a brief, with edits reviewed before publishing.","Plans and produces a content calendar independently, adapting tone for routine audiences.","Owns editorial strategy for a domain, balancing competing topics, formats, and audience needs.",Defines the content model and governance that other writers and teams adopt.,"Sets the organization's editorial vision and standards, anticipating audience and format shifts.","Defines what authoritative content means in the field, externally recognized as a thought leader."
MKT-03,Business & Corporate Functions,Marketing & Communications,Brand & Creative,Creative direction & design management,Behavioral,"Guide visual and creative execution to deliver compelling, on-brand assets.","Executes design tasks within a defined visual system, with creative choices reviewed.","Delivers creative work independently to brief, managing routine revisions and feedback.","Directs creative for whole campaigns, resolving ambiguous briefs into coherent concepts.",Defines the creative approach and critique standards other designers learn from.,"Sets the creative vision and aesthetic direction across the organization, anticipating design trends.","Shapes creative standards the industry references, externally celebrated for distinctive work."
MKT-04,Business & Corporate Functions,Marketing & Communications,Brand & Creative,Public relations & corporate communications,Behavioral,"Shape public narrative, manage media relationships, and protect reputation through earned channels.","Drafts press materials and media lists from templates, with messaging reviewed before release.","Manages routine media relationships and announcements independently, handling standard inquiries.","Owns communications for sensitive topics, navigating ambiguous narratives and difficult press situations.",Defines the messaging framework and crisis-response playbook other communicators adopt.,"Sets corporate communications strategy and reputation standards, anticipating narrative and stakeholder risks.","Shapes how the discipline handles reputation, sought externally as an authority on communications."
MKT-05,Business & Corporate Functions,Marketing & Communications,Demand & Growth,Demand generation & growth marketing,Behavioral,Drive qualified pipeline through coordinated multi-channel acquisition and growth experiments.,"Executes demand campaigns to spec, with targeting and budget choices reviewed.","Runs standard acquisition programs independently, optimizing routine funnels toward targets.","Owns demand strategy for a segment, diagnosing and fixing underperforming funnels autonomously.",Defines the growth model and experimentation approach other marketers adopt.,"Sets the organization's demand strategy and growth standards, anticipating channel saturation and shifts.","Defines growth-marketing practice the field follows, externally credible on scalable acquisition."
MKT-06,Business & Corporate Functions,Marketing & Communications,Demand & Growth,Digital & search marketing,Behavioral,"Acquire and engage audiences through organic, paid, and search-driven digital channels.","Implements digital and search campaigns from a plan, with keywords and bids reviewed.","Manages search and digital channels independently, optimizing routine campaigns to targets.","Owns digital strategy across channels, resolving ambiguous attribution and ranking challenges autonomously.",Defines the digital and search methodology other practitioners adopt across campaigns.,"Sets digital marketing strategy and standards, anticipating algorithm and platform shifts.","Shapes search and digital practice the industry references, externally recognized expert."
MKT-07,Business & Corporate Functions,Marketing & Communications,Demand & Growth,Lifecycle & retention marketing,Behavioral,"Nurture, convert, and retain audiences across the customer lifecycle to maximize value.","Builds lifecycle messages from defined journeys, with timing and segmentation reviewed.","Runs standard retention and nurture programs independently, handling routine segmentation.","Owns lifecycle strategy for a cohort, diagnosing churn and engagement problems autonomously.",Defines the lifecycle model and retention frameworks other marketers adopt.,"Sets retention strategy and customer-value standards, anticipating shifts in engagement behavior.","Defines lifecycle-marketing practice the field follows, externally credible on retention and loyalty."
MKT-08,Business & Corporate Functions,Marketing & Communications,Demand & Growth,Campaign planning & management,Behavioral,Orchestrate integrated campaigns end-to-end from brief through execution and optimization.,"Coordinates campaign tasks and timelines under direction, with the plan reviewed.","Plans and runs standard multi-channel campaigns independently, managing routine dependencies.","Owns complex campaigns end-to-end, resolving conflicting priorities and ambiguous briefs autonomously.",Defines the campaign planning methodology and orchestration approach other marketers adopt.,"Sets integrated campaign strategy and standards, anticipating cross-channel and timing dynamics.","Shapes campaign-management practice the industry references, externally recognized authority."
MKT-09,Business & Corporate Functions,Marketing & Communications,Events & Engagement,Event & field marketing,Behavioral,Plan and run events and field programs that generate engagement and pipeline.,"Supports event logistics and setup under direction, with arrangements reviewed.","Runs standard events and field programs independently, handling routine vendor and attendee issues.","Owns flagship events end-to-end, resolving ambiguous trade-offs in scope, budget, and experience.",Defines the event playbook and field-marketing approach other organizers adopt.,"Sets event strategy and experience standards, anticipating shifts in audience engagement.","Defines what great events mean in the field, externally sought to design landmark experiences."
MKT-10,Business & Corporate Functions,Marketing & Communications,Events & Engagement,Community & advocacy programs,Behavioral,Build and nurture communities and advocates that amplify reach and loyalty.,"Moderates and supports community activity under direction, with responses reviewed.","Runs standard community and advocacy programs independently, handling routine member needs.","Owns community strategy for a program, resolving ambiguous engagement and conflict situations autonomously.",Defines the community-building and advocacy model other program leads adopt.,"Sets community strategy and health standards, anticipating shifts in member behavior and sentiment.","Shapes community and advocacy practice the field follows, externally recognized authority."
MKT-11,Business & Corporate Functions,Marketing & Communications,Marketing Operations & Insight,Marketing analytics & attribution,Technical,Measure marketing performance and attribute outcomes across channels to guide investment.,"Pulls standard marketing reports and metrics, with interpretation reviewed.","Builds routine dashboards and attribution analyses independently, answering standard performance questions.","Owns measurement for a domain, resolving ambiguous attribution and data-quality problems autonomously.",Defines the attribution methodology and measurement framework other analysts adopt.,"Sets analytics strategy and measurement standards, anticipating shifts in data and privacy constraints.","Defines marketing-measurement practice the field follows, externally credible on attribution."
MKT-12,Business & Corporate Functions,Marketing & Communications,Marketing Operations & Insight,Marketing operations & automation,Behavioral,"Design marketing processes, data flows, and automated programs that scale execution.","Executes automation tasks and data hygiene under direction, with configuration reviewed.","Builds and maintains standard automation workflows independently, handling routine operational issues.","Owns the marketing operations stack for a team, resolving ambiguous process and data challenges autonomously.",Defines the operations architecture and automation standards other practitioners adopt.,"Sets marketing-operations strategy and governance, anticipating scaling and integration needs.","Shapes marketing-operations practice the industry references, externally recognized expert."
MKT-13,Business & Corporate Functions,Marketing & Communications,Marketing Operations & Insight,Customer & audience research,Technical,"Generate audience insight through segmentation, research, and behavioral analysis.","Conducts research tasks to a defined protocol, with analysis reviewed.","Runs standard studies and surveys independently, drawing routine insights from data.","Owns research for a question, designing methods and resolving ambiguous findings autonomously.",Defines the research methodology and insight frameworks other researchers adopt.,"Sets the research agenda and rigor standards, anticipating shifts in audience and method.","Defines audience-research practice the field follows, externally credible on customer insight."
SAL-01,Business & Corporate Functions,Sales,Pipeline Generation,Prospecting & lead qualification,Behavioral,"Identify, reach, and qualify prospects to build a healthy top-of-funnel pipeline.","Works defined prospect lists and qualifies leads against a checklist, with outreach reviewed.","Runs standard prospecting independently, qualifying routine opportunities to agreed criteria.","Owns prospecting for a territory, qualifying ambiguous and complex opportunities autonomously.",Defines the prospecting and qualification methodology other reps adopt.,Sets the pipeline-generation strategy and qualification standards across the organization.,"Shapes prospecting practice the profession references, externally recognized authority."
SAL-02,Business & Corporate Functions,Sales,Pipeline Generation,Territory & market coverage planning,Behavioral,Segment and prioritize territories and markets to optimize sales coverage and effort.,"Maintains territory data and coverage lists under direction, with assignments reviewed.","Plans coverage for a defined territory independently, handling routine allocation decisions.","Owns territory design for a region, resolving ambiguous segmentation and capacity trade-offs autonomously.",Defines the territory-planning methodology and coverage model other planners adopt.,"Sets market-coverage strategy and standards, anticipating shifts in market and capacity.","Defines territory-design practice the field follows, externally credible on coverage strategy."
